Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MTZ,MasTec Inc.,45.35,$3.75B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,123.04,$136.44B,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,23.15,$2.32B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,37.25,$744.5M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn
MATX,Matson Inc.,30.36,$1.31B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx
MLP,Maui Land & Pineapple Company Inc.,19.8,$376.45M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp
MMS,Maximus Inc.,63.88,$4.14B,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms
MXL,MaxLinear Inc,30.31,$1.98B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl
MBI,MBIA Inc.,8.79,$1.14B,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi
MNI,McClatchy Company (The),10.47,$79.8M,1988,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni
MKC,McCormick & Company Incorporated,104.4,$13.02B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc
MKC.V,McCormick & Company Incorporated,n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc.v
MDR,McDermott International Inc.,6.61,$1.88B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mdr
MCD,McDonald&#39;s Corporation,151.48,$123.47B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,2.62,$817.1M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux
MCK,McKesson Corporation,163.39,$34.46B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck
MDU,MDU Resources Group Inc.,26.68,$5.21B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu
MJN,Mead Johnson Nutrition Company,89.97,$16.52B,2009,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mjn
MTL,Mechel PAO,4.93,$1.03B,2004,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,1.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtl^
MRT,MedEquities Realty Trust Inc.,11.86,$376.85M,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mrt
MPW,Medical Properties Trust Inc.,13.35,$4.86B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,41.95,$500.34M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,6.15,$335.02M,2011,n/a,n/a,http://www.nasdaq.com/symbol/mcc
MCV,Medley Capital Corporation,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,25.9,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/mcx
MDLQ,Medley LLC,24.99,n/a,2017,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlq
MDLX,Medley LLC,24.02,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,6.6,$191.22M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly
MD,Mednax Inc,55.98,$5.21B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
MDT,Medtronic plc,86.51,$118.42B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt
MRK,Merck & Company Inc.,64.39,$176.12B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,55.78,$3.09B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,56.55,$2.52B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,40.15,$1.62B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mth
MTOR,Meritor Inc.,16.23,$1.44B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor
MER^K,Merrill Lynch & Co. Inc.,25.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^k
MER^P,Merrill Lynch & Co. Inc.,26.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^p
PIY,Merrill Lynch Depositor Inc.,25.4551,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy
MTR,Mesa Royalty Trust,13.4948,$25.15M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,14.1,$184.99M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/msb
MEI,Methode Electronics Inc.,42.2,$1.55B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei
MET,MetLife Inc.,52.84,$56.85B,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met
MET^A,MetLife Inc.,25.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^a
MTD,Mettler-Toledo International Inc.,593.95,$15.34B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd
MXE,Mexico Equity and Income Fund Inc. (The),11.2,$82.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe
MXF,Mexico Fund Inc. (The),17.064,$256.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxf
MFA,MFA Financial Inc.,8.46,$3.16B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa
MFA^B,MFA Financial Inc.,25.324,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfa^b
MFO,MFA Financial Inc.,25.7778,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfo
MFCB,MFC Bancorp Ltd.,1.69,$105.95M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mfcb
MCR,MFS Charter Income Trust,8.74,$450.12M,1989,n/a,n/a,http://www.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,4.96,$161.7M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,4.3,$506.25M,1988,n/a,n/a,http://www.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,6.24,$467.42M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,7.2,$296.55M,1986,n/a,n/a,http://www.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,6.19,$43.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,11.08,$4.11B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
MGP,MGM Growth Properties LLC,28.63,$1.65B,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mgp
MGM,MGM Resorts International,31.98,$18.38B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm
KORS,Michael Kors Holdings Limited,35.7,$5.56B,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors
MAA,Mid-America Apartment Communities Inc.,107.2,$12.18B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa
MAA^I,Mid-America Apartment Communities Inc.,64.9999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/maa^i
MSL,MidSouth Bancorp,12.05,$137.18M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
MPO,MIDSTATES PETROLEUM COMPANY INC.,15.9,$398.53M,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpo
MCRN,Milacron Holdings Corp.,18.7,$1.29B,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn
MLR,Miller Industries Inc.,26.05,$295.72M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr
HIE,Miller/Howard High Income Equity Fund,13.46,$180.61M,2014,n/a,n/a,http://www.nasdaq.com/symbol/hie
MTX,Minerals Technologies Inc.,75.25,$2.64B,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx
MP^D,Mississippi Power Company,26.0052,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mp^d
MG,Mistras Group Inc,21.68,$617.63M,2009,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg
MTU,Mitsubishi UFJ Financial Group Inc,6.68,$89.71B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MIXT,MiX Telematics Limited,6.99,$157.21M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MFG,Mizuho Financial Group Inc.,3.64,$46.17B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,9.45,$9.24B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MBLY,Mobileye N.V.,62.3,$13.83B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly
MODN,Model N Inc.,13.05,$375.86M,2013,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,16.7,$836.33M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod
MC,Moelis & Company,37.4,$998.53M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc
MHK,Mohawk Industries Inc.,240.16,$17.85B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,68.22,$3.89B,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
TAP,Molson Coors Brewing  Company,87.4,$14.23B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tap.a
MNR,Monmouth Real Estate Investment Corporation,15.28,$1.11B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr
MNR^C,Monmouth Real Estate Investment Corporation,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^c
MORE          ,Monogram Residential Trust Inc.,9.91,$1.66B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/more
MON,Monsanto Company,117.52,$51.57B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon
MCO,Moody&#39;s Corporation,116.82,$22.35B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.b
MS,Morgan Stanley,44.91,$83.07B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,23.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,29.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,29.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^f
MS^G,Morgan Stanley,27.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^g
MS^I,Morgan Stanley,28.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^i
MS^K,Morgan Stanley,26.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^k
APF,Morgan Stanley Asia-Pacific Fund Inc.,16.44,$225.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf
CAF,Morgan Stanley China A Share Fund Inc.,22.75,$497.8M,2006,n/a,n/a,http://www.nasdaq.com/symbol/caf
MSD,Morgan Stanley Emerging Markets Debt Fund Inc.,10.11,$212.53M,1993,n/a,n/a,http://www.nasdaq.com/symbol/msd
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc.,8.19,$549.76M,2007,n/a,n/a,http://www.nasdaq.com/symbol/edd
MSF,Morgan Stanley Emerging Markets Fund Inc.,16.32,$235.2M,1991,n/a,n/a,http://www.nasdaq.com/symbol/msf
IIF,Morgan Stanley India Investment Fund Inc.,33.81,$487.48M,1994,n/a,n/a,http://www.nasdaq.com/symbol/iif
MOS,Mosaic Company (The),23.51,$8.25B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSI,Motorola Solutions Inc.,86.17,$14.09B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MOV,Movado Group Inc.,23.05,$529.7M,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov
MPLX,MPLX LP,33.25,$12.59B,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx
MRC,MRC Global Inc.,17.97,$1.7B,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc
ICB,MS Income Securities Inc.,18.19,$163.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icb
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,15.21,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv
MSA,MSA Safety Incorporporated,83.33,$3.16B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MSM,MSC Industrial Direct Company Inc.,84.04,$4.79B,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm
MSCI,MSCI Inc,104.02,$9.41B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci
MSG,MSG Networks Inc.,194.72,$4.58B,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg
MSGN,MSG Networks Inc.,22,$1.65B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msgn
MLI,Mueller Industries Inc.,30.98,$1.78B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli
MWA,MUELLER WATER PRODUCTS,11.4,$1.82B,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa
MULE,MuleSoft Inc.,24.02,$3.09B,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mule
MUR,Murphy Oil Corporation,25.21,$4.35B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur
MUSA,Murphy USA Inc.,68.31,$2.51B,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa
MVO,MV Oil Trust,6.18,$71.07M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo
MVC,MVC Capital Inc.,9.91,$223.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvc
MVCB,MVC Capital Inc.,25.708,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvcb
MYE,Myers Industries Inc.,18.9,$568.5M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye
MYOV,Myovant Sciences Ltd.,13.64,$821.89M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myov
NBR,Nabors Industries Ltd.,8.34,$2.38B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr
NC,NACCO Industries Inc.,76.4,$522.1M,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc
NTP,Nam Tai Property Inc.,7.8,$284.28M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ntp
NTEST,NASDAQ TEST STOCK,29.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest
NTEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.a
NTEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.b
NTEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.c
NBHC,National Bank Holdings Corporation,33.13,$887.29M,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
NFG,National Fuel Gas Company,56.69,$4.84B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NGG,National Grid Transco PLC,65.18,$46.89B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg
NHI,National Health Investors Inc.,76.67,$3.14B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi
NOV,National Oilwell Varco Inc.,34.21,$13B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov
NPK,National Presto Industries Inc.,111.45,$776.08M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk
NNN,National Retail Properties,37.82,$5.64B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn
NNN^E,National Retail Properties,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^e
NNN^F,National Retail Properties,24.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^f
SID,National Steel Company,2.01,$2.73B,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid
NSA,National Storage Affiliates Trust,23.38,$1.03B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nsa
NSM,Nationstar Mortgage Holdings Inc.,17.41,$1.7B,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm
NW^C,Natl Westminster Pfd,25.83,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nw^c
NGS,Natural Gas Services Group Inc.,27.3,$353.19M,2002,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ngs
NGVC,Natural Grocers by Vitamin Cottage Inc.,9.5,$213.42M,2012,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ngvc
NRP,Natural Resource Partners LP,28.05,$343.11M,2002,Energy,Coal Mining,http://www.nasdaq.com/symbol/nrp
NTZ,Natuzzi S.p.A.,2.66,$145.91M,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntz
NLS,Nautilus Group Inc. (The),17.85,$548.2M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/nls
NCI,Navigant Consulting Inc.,20.35,$961.51M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/nci
NVGS,Navigator Holdings Ltd.,7.6,$422.04M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nvgs
NNA,Navios Maritime Acquisition Corporation,1.5,$227.97M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nna
NM,Navios Maritime Holdings Inc.,1.27,$148.76M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nm
NM^G,Navios Maritime Holdings Inc.,16.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^g
NM^H,Navios Maritime Holdings Inc.,15.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^h
NAP,Navios Maritime Midstream Partners LP,10.51,$219.95M,2014,n/a,n/a,http://www.nasdaq.com/symbol/nap
NMM,Navios Maritime Partners LP,1.69,$249.17M,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nmm
NAV,Navistar International Corporation,31.1,$3.05B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,10.35,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav^d
NCS,NCI Building Systems Inc.,17.4,$1.23B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ncs
NCR,NCR Corporation,39.69,$4.81B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ncr
NP,Neenah Paper Inc.,81.6,$1.37B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/np
NEFF,Neff Corporation,17.65,$585.26M,2014,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/neff
NNI,Nelnet Inc.,44.21,$1.87B,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nni
NPTN,NeoPhotonics Corporation,8.9,$383.4M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/nptn
NETS,Netshoes (Cayman) Limited,21.25,$659.3M,2017,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nets
NSR,Neustar Inc.,33.05,$1.84B,2005,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/nsr
NVRO,Nevro Corp.,69.56,$2.04B,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvro
HYB,New America High Income Fund Inc. (The),9.72,$227.15M,1988,n/a,n/a,http://www.nasdaq.com/symbol/hyb
GF,New Germany Fund Inc. (The),16.8,$264.61M,1990,n/a,n/a,http://www.nasdaq.com/symbol/gf
NWHM,New Home Company Inc. (The),11.33,$236.38M,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nwhm
IRL,New Ireland Fund Inc. (The),13.9482,$52.12M,1990,n/a,n/a,http://www.nasdaq.com/symbol/irl
NEWM,New Media Investment Group Inc.,13.12,$703.42M,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/newm
NMFC,New Mountain Finance Corporation,14.65,$1.11B,2011,n/a,n/a,http://www.nasdaq.com/symbol/nmfc
EDU,New Oriental Education & Technology Group Inc.,72.47,$11.41B,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edu
NEWR,New Relic Inc.,41.27,$2.21B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/newr
NRZ,New Residential Investment Corp.,16.33,$5.02B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nrz
SNR,New Senior Investment Group Inc.,9.68,$795.13M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snr
NWY,New York & Company Inc.,1.45,$93.11M,2004,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/nwy
NYCB,New York Community Bancorp Inc.,13.67,$6.69B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/nycb
NYCB^A,New York Community Bancorp Inc.,28.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nycb^a
NYCB^U,New York Community Bancorp Inc.,50.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nycb^u
NYRT,New York REIT Inc.,8.61,$1.45B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nyrt
NYT,New York Times Company (The),17.7,$2.86B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nyt
NWL,Newell Brands Inc.,53.24,$25.72B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/nwl
NFX,Newfield Exploration Company,30.06,$5.99B,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nfx
NJR,NewJersey Resources Corporation,43.05,$3.72B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/njr
NEU,NewMarket Corporation,476.18,$5.64B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/neu
NEM,Newmont Mining Corporation,34.3,$18.29B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nem
NR,Newpark Resources Inc.,7.8,$693.01M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nr
NXRT,NexPoint Residential Trust Inc.,25.71,$541.03M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nxrt
NEP,NextEra Energy Partners LP,35.12,$1.91B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nep
NEE,NextEra Energy Inc.,140.24,$65.66B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nee
NEE^C,NextEra Energy Inc.,26.5374,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^c
NEE^G,NextEra Energy Inc.,25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^g
